	index	config	name	tags	_step	eval_f1	_runtime	eval_acc	train_loss	eval_precision	eval_auc	eval_mcc	_timestamp	eval_recall	learning_rate	eval_Validation loss	Confusion Matrix.size	Confusion Matrix._type	Confusion Matrix.width	Confusion Matrix.format	Confusion Matrix.height	Confusion Matrix.sha256	Confusion Matrix.path	_wandb.runtime
218	4971	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_February_28th_2024_15_40_02_logstep=13_bs=1040_lr=0.0001_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	RBM14	39.0	0.9688630376748052	74.81882500648499	0.96890756302521	0.0920053760592754	0.9691873103573208	0.9852445992519104	0.9378372309787066	1709152878.527214	0.9686500744979516	2.4444444444444445e-05	0.11140144988894464	54098.0	image-file	1200.0	png	1200.0	0c513eeb43bf3a6a0c68d630e04dae33126ec2352d390a5206fee17cde4a5c50	media/images/Confusion Matrix_26_0c513eeb43bf3a6a0c68.png	96.0
231	162	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_08th_2024_10_07_33_logstep=3_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.001_len=100_epoch=10.0	SAFB	30.0	0.9680891643716922	78.6740665435791	0.9680895151263986	0.09733103464047116	0.9682478391711212	0.9866696903475858	0.936585772412176	1712585332.7440815	0.968337937574733	0.0	0.11246103048324584	55238.0	image-file	1200.0	png	1200.0	813516ac47ebf073631d951424352c57d4d1daab428a3b4da78cb852fc85dbca	media/images/Confusion Matrix_27_813516ac47ebf073631d.png	82.0
266	876	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_04th_2024_00_16_42_logstep=12_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.001_len=100_epoch=10.0	TAF15	84.0	0.9599111945761848	200.67719674110413	0.9599355284365646	0.12117720767855644	0.9601220744159312	0.9832755290619534	0.9199203253740584	1712204403.8026657	0.9597983079330245	7.407407407407407e-05	0.1398857682943344	59276.0	image-file	1200.0	png	1200.0	330bf69d47c96593e1e949611e236e0aa4fe9797fe1e447d35c61164bd035f95	media/images/Confusion Matrix_72_330bf69d47c96593e1e9.png	216.0
255	4206	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_02th_2024_19_04_02_logstep=891_bs=1040_lr=3e-05_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	SPI1	2673.0	0.9573551071370532	5120.843424081802	0.9573578703523962	0.10380717434666374	0.9574668846355654	0.9907439520322934	0.9148214849813828	1709429363.845528	0.9573546072358032	3.434004474272931e-06	0.1288187700510025	59915.0	image-file	1200.0	png	1200.0	575ab32bb90a97decbb6f28b92756859ea79f98d30613670aa0a94988b11c62b	media/images/Confusion Matrix_1782_575ab32bb90a97decbb6.png	5744.0
291	242	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_08th_2024_05_28_38_logstep=61_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	USF1	366.0	0.9518471758031288	808.2882046699524	0.951848486966245	0.0489218678386485	0.9518920530535352	0.9858220292898072	0.9037386216538006	1712569327.582311	0.951846569744806	0.00014285714285714284	0.20891687680374493	59764.0	image-file	1200.0	png	1200.0	f92813573e1bb86039ba5243ccb919e44de0d40234ba3c94d18e2d72b93c05f8	media/images/Confusion Matrix_305_f92813573e1bb86039ba.png	928.0
367	412	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_06th_2024_14_48_33_logstep=4_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	ZNF426	40.0	0.9500445756094562	89.9083104133606	0.950153846153846	0.16607457026839256	0.9536499893674248	0.952733462117732	0.9036367051956008	1712429404.0221744	0.9499941111623202	0.0	0.17653176188468933	57201.0	image-file	1200.0	png	1200.0	1b26dbff726106ad20b8e368dabe6e374404072201df5967fcabe6ee0b4e8687	media/images/Confusion Matrix_36_1b26dbff726106ad20b8.png	93.0
150	2196	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_25th_2024_04_41_12_logstep=1435_bs=1040_lr=3e-05_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	MAFK	4305.0	0.9476195884346682	8278.244559049606	0.9476234091785576	0.12921646253468683	0.9477713826767388	0.9849200452928476	0.8954012928862971	1711364351.415679	0.9476299213840434	3.37508698677801e-06	0.1546630351493756	58708.0	image-file	1200.0	png	1200.0	23bdbf776652b0c4bed56c915471cb585e6aba4169fa18f9914a9baaedbf97a3	media/images/Confusion Matrix_2870_23bdbf776652b0c4bed5.png	9269.0
68	1136	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_02th_2024_15_50_56_logstep=6_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	FUS	48.0	0.941330648345355	171.20339059829712	0.941439322671684	0.17203793674707413	0.9446780209826618	0.9607634060676458	0.8860913157988827	1712087628.1510105	0.9414192870378052	4.4444444444444447e-05	0.16319455206394196	57971.0	image-file	1200.0	png	1200.0	8e97b7db2b6af5d0c71a42f0cfe31a126ff61ba1f698524e4be4ac824005a2cc	media/images/Confusion Matrix_42_8e97b7db2b6af5d0c71a.png	183.0
148	2784	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_14th_2024_22_03_58_logstep=465_bs=1040_lr=0.0003_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	MAFF	1395.0	0.9395421273795976	2660.719082593918	0.93955146294371	0.04213749596708885	0.939842086517302	0.9748438417127394	0.8794005495460903	1710470900.3295035	0.9395585087510404	3.5256410256410254e-05	0.32285500795413286	59196.0	image-file	1200.0	png	1200.0	ff50b8e157e3cb5532eb3868a97af3a54c82420c9dd6edda3eef16a95ed3719c	media/images/Confusion Matrix_930_ff50b8e157e3cb5532eb.png	2995.0
281	4383	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_02th_2024_02_55_58_logstep=25_bs=1040_lr=0.0003_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	THAP1	75.0	0.937904433678226	145.26603293418884	0.9379641764962866	0.11686812698841097	0.9381404875274084	0.9837563133820784	0.8759006935710064	1709366304.660328	0.9377602885593724	5.5555555555555545e-05	0.1633352736632029	55062.0	image-file	1200.0	png	1200.0	245231f49fd1e61cb962c5f4cc5bb2c5a4445d68878655e797451e2136b0e832	media/images/Confusion Matrix_50_245231f49fd1e61cb962.png	176.0
259	1942	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_27th_2024_18_02_24_logstep=7_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	SRSF1	56.0	0.9371293524092316	123.68718194961548	0.9371406669221924	0.17508734975542342	0.9371135717140372	0.9772920903523106	0.8742631119241824	1711577069.185169	0.9371495409500746	7.407407407407407e-05	0.18166416138410568	54562.0	image-file	1200.0	png	1200.0	a6e2d796c2d4727aab37c11b48027a1eaa5dc3a02d993d9ccd691f1755e67350	media/images/Confusion Matrix_49_a6e2d796c2d4727aab37.png	133.0
335	2262	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_23th_2024_00_54_03_logstep=217_bs=1040_lr=3e-05_wp=0.1_dp=0.1_wd=0.001_len=100_epoch=10.0	ZNF146	651.0	0.936312901183655	1253.283539056778	0.93634540272353	0.16729108748897428	0.9376233982741042	0.97330932756276	0.8741272917303866	1711170898.120394	0.9365046094206492	3.6073059360730592e-06	0.18944102604138224	60651.0	image-file	1200.0	png	1200.0	340a95118ddbd8caae7b1ce0ebb16af9582f4de5ef992de7300c34c649a16174	media/images/Confusion Matrix_434_340a95118ddbd8caae7b.png	1416.0
117	1472	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_01th_2024_05_18_12_logstep=24_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	HNRNPLL	168.0	0.9355781716678716	376.24804615974426	0.9356025221858943	0.05881669015313188	0.9363128768181004	0.9724968419200604	0.8719341028108156	1711963469.6441972	0.9356215000969704	1.3071895424836602e-05	0.30342683792114256	59203.0	image-file	1200.0	png	1200.0	481cd1c23b48e4348e82df10123e9492a7b7748dc6ff2417c4afc1ab46e01484	media/images/Confusion Matrix_144_481cd1c23b48e4348e82.png	386.0
193	1740	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_28th_2024_21_04_09_logstep=13_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.001_len=100_epoch=10.0	PCBP1	91.0	0.9346510857543048	207.37011432647705	0.934661525278492	0.14351921929762915	0.934837782945199	0.9662370108415334	0.8694683197306691	1711674457.5530562	0.9346305614791446	0.0001	0.21657143533229828	59096.0	image-file	1200.0	png	1200.0	88bdc621a55bfb551822e152b97e4b47262ac0dcf53e5c60573fa4ff57a99c68	media/images/Confusion Matrix_78_88bdc621a55bfb551822.png	228.0
2	166	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_08th_2024_09_51_03_logstep=13_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	AGO1	91.0	0.9345584845345448	214.87018871307373	0.9345776031434184	0.17344273397555718	0.9349641649763354	0.966290383814916	0.8695017211577634	1712584479.6913297	0.9345376607849096	0.0001	0.21727009117603305	54813.0	image-file	1200.0	png	1200.0	eb9f9661213cd7aa22f6c54b1df7910ca13684deb9f6da9ea00360eac5beb90d	media/images/Confusion Matrix_78_eb9f9661213cd7aa22f6.png	237.0
60	568	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_05th_2024_21_19_08_logstep=294_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	FOS	1764.0	0.9337834335777204	3848.8250041008	0.9337834818657996	0.11901257255551768	0.9337915980278756	0.978283587981619	0.8675793631694239	1712370198.004919	0.9337877651500148	0.0001161872532430908	0.20859552294015885	62900.0	image-file	1200.0	png	1200.0	409e35075a826bf0c45e026118514d3fb28fd9e5c6e7767048db97d800927c3e	media/images/Confusion Matrix_1470_409e35075a826bf0c45e.png	4308.0
396	928	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_03th_2024_20_41_03_logstep=19_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	ZNF654	133.0	0.9329780530042524	289.9985876083374	0.933071740578959	0.14318811030764328	0.934473497715766	0.968849397669883	0.8672421671414168	1712191554.5957055	0.9327703418173584	5.555555555555555e-05	0.22182564437389377	57915.0	image-file	1200.0	png	1200.0	141f0d861f208f564bf3247a6af85ef00dfff1619536e33891a35bb86729db1d	media/images/Confusion Matrix_114_141f0d861f208f564bf3.png	308.0
178	1370	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_01th_2024_16_23_20_logstep=25_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	NFE2L2	175.0	0.9304143472423656	384.46705651283264	0.930439241155358	0.0925858584046364	0.9310948030856416	0.976513350983442	0.8615483242000044	1712003385.5340166	0.9304537596016768	3.08641975308642e-05	0.25177261233329773	59381.0	image-file	1200.0	png	1200.0	9273d751407961cfba4ec5f04e8ca4f5c1c5f53e3a6fdead20eb44fd38194e7f	media/images/Confusion Matrix_150_9273d751407961cfba4e.png	400.0
14	1206	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_02th_2024_10_55_50_logstep=36_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.001_len=100_epoch=10.0	C11orf30	216.0	0.9289967045428384	589.9073250293732	0.9290077262246672	0.12153788366251522	0.9297143214730316	0.9683271123895788	0.858944205768074	1712070341.21836	0.9292300208272496	0.0001511111111111111	0.27066593297890257	56581.0	image-file	1200.0	png	1200.0	56ad235d3066bde72c07e1d962dfb19bfc7047bf909451b39ec13e91ca2c0ff0	media/images/Confusion Matrix_180_56ad235d3066bde72c07.png	663.0
26	2191	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_25th_2024_11_25_13_logstep=2325_bs=1040_lr=0.0003_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	CEBPB	6975.0	0.92304758682957	13264.317276477814	0.9230746339721462	0.12868120296347527	0.923661773790358	0.9678011867067716	0.8467330668152526	1711393579.0266194	0.923071498771292	3.371993127147766e-05	0.2819627587942733	63170.0	image-file	1200.0	png	1200.0	7ccb964cd1c74e04989f9a0d74137ffa7a15e67771db551668ac19fd03f5a5a9	media/images/Confusion Matrix_4650_7ccb964cd1c74e04989f.png	14846.0
116	694	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_05th_2024_05_42_44_logstep=18_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	HNRNPL	126.0	0.9227408779917036	289.3168601989746	0.9227409638554216	0.186368095378081	0.9227406932364396	0.9677485708111264	0.8454819234138994	1712310454.3832085	0.92274123017763	3.418803418803419e-05	0.22564373537898064	55047.0	image-file	1200.0	png	1200.0	ef6224e18354c39404681aeddda65bb2c6b30bd3238e50a2573de586c2295ad4	media/images/Confusion Matrix_108_ef6224e18354c3940468.png	303.0
48	892	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_03th_2024_23_06_09_logstep=36_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	EGR2	216.0	0.919637500791608	473.95621037483215	0.9196378495312876	0.11374592346449693	0.9197456604023472	0.969577212660418	0.8394565689299363	1712200444.1223104	0.9197109092468893	0.0001511111111111111	0.29704342995371136	55893.0	image-file	1200.0	png	1200.0	ea18d0b23ed5c330ad1664084c6506f09be791c3635b81d32ea414e1aa2b41c2	media/images/Confusion Matrix_180_ea18d0b23ed5c330ad16.png	548.0
43	3361	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_09th_2024_21_27_34_logstep=72_bs=1040_lr=3e-05_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	E2F4	216.0	0.9187800276490562	408.22216606140137	0.918800062823936	0.19402218610048297	0.9201592042103696	0.9704612138513584	0.8394678659445037	1710038063.993856	0.9193090921796035	4.533333333333334e-06	0.2061376167195184	55820.0	image-file	1200.0	png	1200.0	8c25779aedc7b336dbb6e11f3a02bc005fe322dd57d96ee58ccda72388d17ebd	media/images/Confusion Matrix_144_8c25779aedc7b336dbb6.png	477.0
316	2431	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_22th_2024_08_03_31_logstep=306_bs=1040_lr=3e-05_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	ZFHX2	918.0	0.9185145166578824	1740.198742389679	0.9185416509895402	0.1949333153129403	0.9189384732782722	0.9729514252337572	0.8374269530893438	1711110752.5821197	0.9184886006486968	3.624595469255664e-06	0.2185451010098824	57681.0	image-file	1200.0	png	1200.0	0598932b929bc82bdd1de1bb13830cfaa797edace989765a608a2390a1e953be	media/images/Confusion Matrix_612_0598932b929bc82bdd1d.png	1964.0
405	1050	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_03th_2024_10_30_41_logstep=34_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.001_len=100_epoch=10.0	ZNF770	238.0	0.9180937973840336	822.3801913261414	0.918145537912881	0.09488833345034545	0.9186945288463144	0.9711592126726782	0.8366917458303412	1712155465.0610983	0.9179975073173126	9.25925925925926e-06	0.26419050494829815	56647.0	image-file	1200.0	png	1200.0	c696817faf1efd2046d805ae54172488970f7352c62e3e2b9f651c93a499772a	media/images/Confusion Matrix_204_c696817faf1efd2046d8.png	833.0
160	1274	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_02th_2024_03_10_57_logstep=24_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	MITF	168.0	0.9154904076524388	373.9361107349396	0.9155145025592752	0.14492834669848284	0.9161442792732988	0.9625009342495194	0.831722815074861	1712042232.6049976	0.9155787280820356	1.3071895424836602e-05	0.2734155535697937	58020.0	image-file	1200.0	png	1200.0	4e5e6882d11a21ac13bc0acd22bbace76b6f1649207e7e7356a01bb0cebcd50a	media/images/Confusion Matrix_144_4e5e6882d11a21ac13bc.png	383.0
213	3451	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.0003, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_09th_2024_16_59_29_logstep=298_bs=1040_lr=0.0003_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	RAD212	894.0	0.9151376334126526	1689.2740783691406	0.9151770201922704	0.06177829934796631	0.9154971597719546	0.9745690653201764	0.8305531839131813	1710023259.5617013	0.9150561412302608	3.533333333333333e-05	0.3646830117702484	57210.0	image-file	1200.0	png	1200.0	94102e743bc86e2a401df30e1bd9054e570020beeaa8b85f524c1ad031e27b3e	media/images/Confusion Matrix_596_94102e743bc86e2a401d.png	1901.0
78	1468	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_01th_2024_05_44_13_logstep=22_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	GLIS2	154.0	0.915111124061389	346.01031470298767	0.9151206800273004	0.1671575070782141	0.9153310668609358	0.96827244115974	0.8304608758722621	1711965000.4457097	0.9151298333923116	4.1666666666666665e-05	0.2364567331969738	58295.0	image-file	1200.0	png	1200.0	5a56c3bea4da8109464d342f9d23dafa53fb61a5d99385ac444d3d1e6db0115d	media/images/Confusion Matrix_132_5a56c3bea4da8109464d.png	363.0
334	572	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_05th_2024_18_14_18_logstep=79_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	ZNF143	474.0	0.9149599182297176	1029.9816024303436	0.914984450619215	0.13758464365065853	0.9153437143955144	0.9696070977022736	0.830287501686478	1712356289.5453854	0.9149438835616446	0.00013580246913580247	0.26232372650078367	56515.0	image-file	1200.0	png	1200.0	c934a729e6bd798581efca94dc36fcbd6ec4a04ac19a7ce08e1487099d7ebc1b	media/images/Confusion Matrix_395_c934a729e6bd798581ef.png	1174.0
149	1584	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.001, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_29th_2024_19_48_33_logstep=25_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.001_len=100_epoch=10.0	MAFG	175.0	0.9134456525988957	409.2258176803589	0.9135108588890102	0.1554092437028885	0.91544134208377	0.9562786047322698	0.8292457682398677	1711756523.6429837	0.9138060385941742	3.08641975308642e-05	0.28805190324783325	59329.0	image-file	1200.0	png	1200.0	35c2eefb1de90e77f3e727bc91920571c9ee3d208cb58d3f17267278d54e318b	media/images/Confusion Matrix_150_35c2eefb1de90e77f3e7.png	426.0
407	2660	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.0005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_15th_2024_05_47_54_logstep=34_bs=1040_lr=3e-05_wp=0.1_dp=0.1_wd=0.0005_len=100_epoch=10.0	ZNF777	102.0	0.9122288339053204	199.41701650619507	0.9124111182934712	0.24510296127375433	0.9147008055235905	0.9575369846378096	0.8267338597964863	1710496274.2646203	0.912037344653238	5e-06	0.2504265010356903	56452.0	image-file	1200.0	png	1200.0	447a6308503993f992c6b96caab6b4a97b21c256298d66072ba3912a8fb792f9	media/images/Confusion Matrix_68_447a6308503993f992c6.png	237.0
380	1348	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_01th_2024_21_02_39_logstep=3_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	ZNF555	30.0	0.9103840593295728	77.51314902305603	0.9108873974645788	0.23568625251452127	0.9224184515131372	0.92414237822783	0.8340491822390997	1712019837.792201	0.9116996049189372	0.0	0.2562997341156006	54772.0	image-file	1200.0	png	1200.0	ece213d6d77c6f43696d3a1855206b7ad6d2e2e64e7d01dde6e63541440f4b88	media/images/Confusion Matrix_27_ece213d6d77c6f43696d.png	82.0
353	334	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 4096, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 0.001, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_April_07th_2024_12_04_33_logstep=60_bs=4096_lr=0.001_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	ZNF316	360.0	0.910727557824995	796.3741114139557	0.9107304521846856	0.1212857539455096	0.9107495657933422	0.9605157618923806	0.8214712707040971	1712506670.593017	0.9107217053832012	0.00013550135501355014	0.319367072798989	59247.0	image-file	1200.0	png	1200.0	b4d756141e08489ee67f73499d7a7ededce4a39191adf655a276ef3a2cfcd1f4	media/images/Confusion Matrix_300_b4d756141e08489ee67f.png	908.0
292	4117	{'epochs': 10, 'Dropout': 0.1, 'batch_size': 1040, 'Weight Decay': 0.005, 'architecture': 'TFBS_Finetuned_Models', 'learning_rate': 3e-05, 'warm up percentage': 0.1, 'Maximum sequence length': 100}	TFBS_NonTFBS_March_03th_2024_05_10_59_logstep=315_bs=1040_lr=3e-05_wp=0.1_dp=0.1_wd=0.005_len=100_epoch=10.0	USF2	945.0	0.9103524077375356	1802.3867156505585	0.9103878571167948	0.2072295798195733	0.9114352959175802	0.9669295774938912	0.8219984082474896	1709462462.8179696	0.910563574555816	3.6163522012578618e-06	0.22946260096850216	56641.0	image-file	1200.0	png	1200.0	09347c37a91abc8207d4ed482b2ec346b8d92c6ec20607a8bdb26745af9401a7	media/images/Confusion Matrix_630_09347c37a91abc8207d4.png	2033.0
